Sector;Row;Number;Multi;X;Y;Angle;Type
1;1;1;1,9;494;505;0;SEAT
1;1;2;1,9;527;515;0;SEAT
1;1;3;2;560;523;0;SEAT
1;1;4;2;594;531;0;SEAT
1;1;5;2;628;539;0;SEAT
1;1;6;2;662;545;0;SEAT
1;1;7;2;696;551;0;SEAT
1;1;8;2;730;556;0;SEAT
1;1;9;2;765;561;0;SEAT
1;1;10;2;800;566;0;SEAT
1;1;11;2;835;570;0;SEAT
1;1;12;2;870;574;0;SEAT
1;1;13;2;904;576;0;SEAT
1;1;14;2;940;579;0;SEAT
1;1;15;2;974;582;0;SEAT
1;1;16;2;1008;585;0;SEAT
1;1;17;2;1042;588;0;SEAT
1;1;18;2;1076;589;0;SEAT
1;1;19;2;1110;588;0;SEAT
1;1;20;2;1145;587;0;SEAT
1;1;21;2;1180;586;0;SEAT
1;1;22;2;1215;585;0;SEAT
1;1;23;2;1250;584;0;SEAT
1;1;24;2;1285;583;0;SEAT
1;1;25;2;1320;580;0;SEAT
1;1;26;2;1355;577;0;SEAT
1;1;27;2;1390;572;0;SEAT
1;1;28;2;1424;567;0;SEAT
1;1;29;2;1458;562;0;SEAT
1;1;30;2;1492;557;0;SEAT
1;1;31;2;1526;552;0;SEAT
1;1;32;2;1560;547;0;SEAT
1;1;33;2;1594;540;0;SEAT
1;1;34;2;1628;533;0;SEAT
1;1;35;2;1662;526;0;SEAT
1;1;36;1,9;1696;519;0;SEAT
1;1;37;1,9;1730;512;0;SEAT
;;;;;;;
;;;;;;;
1;2;1;1,9;477;560;0;SEAT
1;2;2;1,9;510;570;0;SEAT
1;2;3;2;543;578;0;SEAT
1;2;4;2;577;586;0;SEAT
1;2;5;2;611;594;0;SEAT
1;2;6;2;645;600;0;SEAT
1;2;7;2;679;606;0;SEAT
1;2;8;2;713;611;0;SEAT
1;2;9;2;748;616;0;SEAT
1;2;10;2;783;621;0;SEAT
1;2;11;2;818;625;0;SEAT
1;2;12;2;853;629;0;SEAT
1;2;13;2;887;631;0;SEAT
1;2;14;2;923;634;0;SEAT
1;2;15;2;957;637;0;SEAT
1;2;16;2;991;640;0;SEAT
1;2;17;2;1025;643;0;SEAT
1;2;18;2;1059;644;0;SEAT
1;2;19;2;1093;643;0;SEAT
1;2;20;2;1128;642;0;SEAT
1;2;21;2;1163;641;0;SEAT
1;2;22;2;1198;640;0;SEAT
1;2;23;2;1233;639;0;SEAT
1;2;24;2;1268;638;0;SEAT
1;2;25;2;1303;635;0;SEAT
1;2;26;2;1338;634;0;SEAT
1;2;27;2;1373;629;0;SEAT
1;2;28;2;1407;624;0;SEAT
1;2;29;2;1441;619;0;SEAT
1;2;30;2;1475;614;0;SEAT
1;2;31;2;1509;609;0;SEAT
1;2;32;2;1543;604;0;SEAT
1;2;33;2;1577;597;0;SEAT
1;2;34;2;1611;590;0;SEAT
1;2;35;2;1645;583;0;SEAT
1;2;36;2;1679;576;0;SEAT
1;2;37;1,9;1713;569;0;SEAT
1;2;38;1,9;1747;562;0;SEAT
;;;;;;;
;;;;;;;
1;3;1;1,9;462;620;0;SEAT
1;3;2;1,9;495;630;0;SEAT
1;3;3;2;528;638;0;SEAT
1;3;4;2;562;646;0;SEAT
1;3;5;2;596;654;0;SEAT
1;3;6;2;630;660;0;SEAT
1;3;7;2;664;666;0;SEAT
1;3;8;2;698;671;0;SEAT
1;3;9;2;733;676;0;SEAT
1;3;10;2;768;681;0;SEAT
1;3;11;2;803;685;0;SEAT
1;3;12;2;838;689;0;SEAT
1;3;13;2;872;691;0;SEAT
1;3;14;2;908;694;0;SEAT
1;3;15;2;942;697;0;SEAT
1;3;16;2;976;700;0;SEAT
1;3;17;2;1010;703;0;SEAT
1;3;18;2;1044;704;0;SEAT
1;3;19;2;1078;704;0;SEAT
1;3;20;2;1112;704;0;SEAT
1;3;21;2;1147;704;0;SEAT
1;3;22;2;1182;704;0;SEAT
1;3;23;2;1217;702;0;SEAT
1;3;24;2;1252;701;0;SEAT
1;3;25;2;1285;700;0;SEAT
1;3;26;2;1318;697;0;SEAT
1;3;27;2;1351;694;0;SEAT
1;3;28;2;1386;691;0;SEAT
1;3;29;2;1420;688;0;SEAT
1;3;30;2;1454;682;0;SEAT
1;3;31;2;1488;676;0;SEAT
1;3;32;2;1522;670;0;SEAT
1;3;33;2;1556;664;0;SEAT
1;3;34;2;1590;658;0;SEAT
1;3;35;2;1624;652;0;SEAT
1;3;36;2;1658;646;0;SEAT
1;3;37;2;1692;639;0;SEAT
1;3;38;1,9;1726;632;0;SEAT
1;3;39;1,9;1760;625;0;SEAT
;;;;;;;
;;;;;;;
1;4;1;1,9;447;680;0;SEAT
1;4;2;1,9;480;690;0;SEAT
1;4;3;2;513;698;0;SEAT
1;4;4;2;547;706;0;SEAT
1;4;5;2;581;714;0;SEAT
1;4;6;2;615;720;0;SEAT
1;4;7;2;649;726;0;SEAT
1;4;8;2;683;731;0;SEAT
1;4;9;2;718;736;0;SEAT
1;4;10;2;753;741;0;SEAT
1;4;11;2;788;745;0;SEAT
1;4;12;2;823;749;0;SEAT
1;4;13;2;857;751;0;SEAT
1;4;14;2;893;754;0;SEAT
1;4;15;2;927;757;0;SEAT
1;4;16;2;961;760;0;SEAT
1;4;17;2;995;763;0;SEAT
1;4;18;2;1029;764;0;SEAT
1;4;19;2;1063;764;0;SEAT
1;4;20;2;1097;764;0;SEAT
1;4;21;2;1132;764;0;SEAT
1;4;22;2;1167;764;0;SEAT
1;4;23;2;1202;762;0;SEAT
1;4;24;2;1237;761;0;SEAT
1;4;25;2;1270;760;0;SEAT
1;4;26;2;1303;757;0;SEAT
1;4;27;2;1336;754;0;SEAT
1;4;28;2;1371;751;0;SEAT
1;4;29;2;1405;748;0;SEAT
1;4;30;2;1439;744;0;SEAT
1;4;31;2;1473;740;0;SEAT
1;4;32;2;1507;736;0;SEAT
1;4;33;2;1541;732;0;SEAT
1;4;34;2;1575;726;0;SEAT
1;4;35;2;1609;720;0;SEAT
1;4;36;2;1643;714;0;SEAT
1;4;37;2;1677;706;0;SEAT
1;4;38;2;1711;698;0;SEAT
1;4;39;1,9;1745;690;0;SEAT
1;4;40;1,9;1779;682;0;SEAT
;;;;;;;
;;;;;;;
1;5;1;1,9;430;738;0;SEAT
1;5;2;1,9;463;748;0;SEAT
1;5;3;1,9;496;756;0;SEAT
1;5;4;1,9;530;764;0;SEAT
1;5;5;1,9;564;772;0;SEAT
1;5;6;1,9;598;778;0;SEAT
1;5;7;1,9;632;784;0;SEAT
1;5;8;1,9;666;789;0;SEAT
1;5;9;1,9;700;794;0;SEAT
1;5;10;1,9;734;799;0;SEAT
1;5;11;1,9;768;803;0;SEAT
1;5;12;1,9;802;807;0;SEAT
1;5;13;1,9;836;811;0;SEAT
1;5;14;1,9;872;814;0;SEAT
1;5;15;1,9;906;817;0;SEAT
1;5;16;1,9;940;820;0;SEAT
1;5;17;1,9;974;823;0;SEAT
1;5;18;1,9;1008;824;0;SEAT
1;5;19;1,9;1042;824;0;SEAT
1;5;20;1,9;1076;824;0;SEAT
1;5;21;1,9;1111;824;0;SEAT
1;5;22;1,9;1146;824;0;SEAT
1;5;23;1,9;1181;823;0;SEAT
1;5;24;1,9;1216;822;0;SEAT
1;5;25;1,9;1250;821;0;SEAT
1;5;26;1,9;1283;818;0;SEAT
1;5;27;1,9;1316;815;0;SEAT
1;5;28;1,9;1351;812;0;SEAT
1;5;29;1,9;1385;809;0;SEAT
1;5;30;1,9;1419;805;0;SEAT
1;5;31;1,9;1453;801;0;SEAT
1;5;32;1,9;1487;797;0;SEAT
1;5;33;1,9;1521;793;0;SEAT
1;5;34;1,9;1555;787;0;SEAT
1;5;35;1,9;1589;781;0;SEAT
1;5;36;1,9;1623;775;0;SEAT
1;5;37;1,9;1657;767;0;SEAT
1;5;38;1,9;1691;759;0;SEAT
1;5;39;1,9;1725;751;0;SEAT
1;5;40;1,9;1759;743;0;SEAT
1;5;41;1,9;1793;735;0;SEAT
;;;;;;;
;;;;;;;
1;6;1;1,9;413;798;0;SEAT
1;6;2;1,9;446;808;0;SEAT
1;6;3;1,9;479;816;0;SEAT
1;6;4;1,9;513;824;0;SEAT
1;6;5;1,9;547;832;0;SEAT
1;6;6;1,9;581;838;0;SEAT
1;6;7;1,9;615;844;0;SEAT
1;6;8;1,9;649;849;0;SEAT
1;6;9;1,9;683;854;0;SEAT
1;6;10;1,9;717;859;0;SEAT
1;6;11;1,9;751;863;0;SEAT
1;6;12;1,9;785;867;0;SEAT
1;6;13;1,9;819;871;0;SEAT
1;6;14;1,9;855;874;0;SEAT
1;6;15;1,9;889;877;0;SEAT
1;6;16;1,9;923;880;0;SEAT
1;6;17;1,9;957;883;0;SEAT
1;6;18;1,9;991;884;0;SEAT
1;6;19;1,9;1025;884;0;SEAT
1;6;20;1,9;1059;884;0;SEAT
1;6;21;1,9;1094;884;0;SEAT
1;6;22;1,9;1129;884;0;SEAT
1;6;23;1,9;1164;884;0;SEAT
1;6;24;1,9;1199;884;0;SEAT
1;6;25;1,9;1233;884;0;SEAT
1;6;26;1,9;1266;881;0;SEAT
1;6;27;1,9;1299;878;0;SEAT
1;6;28;1,9;1334;875;0;SEAT
1;6;29;1,9;1368;872;0;SEAT
1;6;30;1,9;1402;869;0;SEAT
1;6;31;1,9;1436;865;0;SEAT
1;6;32;1,9;1470;861;0;SEAT
1;6;33;1,9;1504;857;0;SEAT
1;6;34;1,9;1538;852;0;SEAT
1;6;35;1,9;1572;846;0;SEAT
1;6;36;1,9;1606;840;0;SEAT
1;6;37;1,9;1640;833;0;SEAT
1;6;38;1,9;1674;826;0;SEAT
1;6;39;1,9;1708;819;0;SEAT
1;6;40;1,9;1742;811;0;SEAT
1;6;41;1,9;1776;803;0;SEAT
1;6;42;1,9;1810;795;0;SEAT
;;;;;;;
;;;;;;;
1;7;1;1,9;396;855;0;SEAT
1;7;2;1,9;429;865;0;SEAT
1;7;3;1,9;462;873;0;SEAT
1;7;4;1,9;496;881;0;SEAT
1;7;5;1,9;530;889;0;SEAT
1;7;6;1,9;564;895;0;SEAT
1;7;7;1,9;598;901;0;SEAT
1;7;8;1,9;632;906;0;SEAT
1;7;9;1,9;666;911;0;SEAT
1;7;10;1,9;700;916;0;SEAT
1;7;11;1,9;734;920;0;SEAT
1;7;12;1,9;768;924;0;SEAT
1;7;13;1,9;802;928;0;SEAT
1;7;14;1,9;838;931;0;SEAT
1;7;15;1,9;872;934;0;SEAT
1;7;16;1,9;906;937;0;SEAT
1;7;17;1,9;940;940;0;SEAT
1;7;18;1,9;974;943;0;SEAT
1;7;19;1,9;1008;943;0;SEAT
1;7;20;1,9;1042;943;0;SEAT
1;7;21;1,9;1077;943;0;SEAT
1;7;22;1,9;1112;943;0;SEAT
1;7;23;1,9;1147;943;0;SEAT
1;7;24;1,9;1182;943;0;SEAT
1;7;25;1,9;1216;943;0;SEAT
1;7;26;1,9;1249;941;0;SEAT
1;7;27;1,9;1282;939;0;SEAT
1;7;28;1,9;1317;937;0;SEAT
1;7;29;1,9;1351;935;0;SEAT
1;7;30;1,9;1385;933;0;SEAT
1;7;31;1,9;1419;929;0;SEAT
1;7;32;1,9;1453;925;0;SEAT
1;7;33;1,9;1487;921;0;SEAT
1;7;34;1,9;1521;916;0;SEAT
1;7;35;1,9;1555;910;0;SEAT
1;7;36;1,9;1589;904;0;SEAT
1;7;37;1,9;1623;898;0;SEAT
1;7;38;1,9;1657;892;0;SEAT
1;7;39;1,9;1691;885;0;SEAT
1;7;40;1,9;1725;877;0;SEAT
1;7;41;1,9;1759;869;0;SEAT
1;7;42;1,9;1793;861;0;SEAT
1;7;43;1,9;1827;853;0;SEAT
;;;;;;;
;;;;;;;
1;8;1;1,8;566;950;0;SEAT
1;8;2;1,8;600;956;0;SEAT
1;8;3;1,8;634;961;0;SEAT
1;8;4;1,8;668;966;0;SEAT
1;8;5;1,8;702;971;0;SEAT
1;8;6;1,8;736;975;0;SEAT
1;8;7;1,8;770;979;0;SEAT
1;8;8;1,8;804;983;0;SEAT
1;8;9;1,8;839;986;0;SEAT
1;8;10;1,8;873;989;0;SEAT
1;8;11;1,8;907;992;0;SEAT
